"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"1275","동물병원","02_03_01_P","4060000","406000001020020001","20020307","","03","폐업","0002","폐업","20170615","","","","031-944-8288","120.2","","경기도 파주시 아동동 351-13번지","경기도 파주시 새꽃로 207 (아동동)","10930","닥터장동물병원","20170607171256","I","2018-08-31 23:59:59.0","","180141.888847201","473743.534463103","동물병원","","000","",
"1276","동물병원","02_03_01_P","4060000","406000001019750001","19750829","","03","폐업","0002","폐업","20220516","","","","031-941-4029","0","","경기도 파주시 조리읍 봉일천리 205","경기도 파주시 조리읍 봉천로 17","10937","흥일가축병원","20220518172829","U","2022-05-20 02:40:00.0","","183140.671123754","471164.046495471","동물병원","","000","0",
"1277","동물병원","02_03_01_P","3830000","383000001020000005","20001228","","03","폐업","0002","폐업","20040412","","","","031-456-8136","56.44","","경기도 안양시 동안구 호계동 968-20번지","경기도 안양시 동안구 흥안대로 112-1 (호계동)","","군포동물병원","20051215141800","I","2018-08-31 23:59:59.0","","196150.047677427","429756.989259983","동물병원","","000","",
"1278","동물병원","02_03_01_P","3830000","383000001020010001","20010102","","03","폐업","0002","폐업","20041125","","","","","28.49","","경기도 안양시 만안구 안양동 674-65번지","경기도 안양시 만안구 안양로304번길 13 (안양동)","","김종국동물병원","20041125105430","I","2018-08-31 23:59:59.0","","193003.914270182","433071.342822762","동물병원","","000","",
"1279","동물병원","02_03_01_P","3830000","383000001020010002","20010205","","03","폐업","0002","폐업","20030331","","","","","29.12","","경기도 안양시 만안구 안양동 622-220번지","경기도 안양시 만안구 안양로 244 (안양동)","","차동물병원","20031202105452","I","2018-08-31 23:59:59.0","","193287.213635109","432541.887313713","동물병원","","000","",
"1280","동물병원","02_03_01_P","3830000","383000001020020001","20020528","","03","폐업","0002","폐업","20040503","","","","","31.59","","경기도 안양시 동안구 비산동 406번지 미륭아파트상가 202호","경기도 안양시 동안구 관악대로 164 (비산동)","13953","좋은동물병원","20140102105023","I","2018-08-31 23:59:59.0","","194892.501451595","432927.854885521","동물병원","","000","",
"1281","동물병원","02_03_01_P","3830000","383000001020030001","20030128","","03","폐업","0002","폐업","20171124","","","","031-465-0975","146.88","","경기도 안양시 만안구 안양동 688-25번지","경기도 안양시 만안구 안양로 358 (안양동)","13991","유씨(U.C)동물병원","20180202105107","I","2018-08-31 23:59:59.0","","192667.525446706","433480.863670801","동물병원","","000","",
"1282","동물병원","02_03_01_P","3830000","383000001020030002","20030129","","03","폐업","0002","폐업","20031110","","","","031-423-4567","41.01","","경기도 안양시 만안구 안양동 674-19번지 지상1층","경기도 안양시 만안구 만안로223번길 13 (안양동,지상1층)","","안양애견동물병원","20031202103630","I","2018-08-31 23:59:59.0","","193020.656067027","433167.954717336","동물병원","","000","",
"1283","동물병원","02_03_01_P","3830000","383000001020030003","20030411","","03","폐업","0002","폐업","20040728","","","","031-442-0075","28.88","","경기도 안양시 만안구 안양동 622-2번지","","","차동물병원","20040728110508","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1284","동물병원","02_03_01_P","3830000","383000001020030004","20030704","","03","폐업","0002","폐업","20060426","","","","031-381-7532","36.38","","경기도 안양시 동안구 비산동 1034-8번지 지상1층","경기도 안양시 동안구 관악대로 257 (비산동,지상1층)","","해밀동물병원","20060426164755","I","2018-08-31 23:59:59.0","","195637.270556155","433370.550010174","동물병원","","000","",
"1285","동물병원","02_03_01_P","3830000","383000001020030005","20031110","","03","폐업","0002","폐업","20031231","","","","031-444-0774","41.01","","경기도 안양시 만안구 안양동 674-19번지 지상1층","경기도 안양시 만안구 만안로223번길 13 (안양동)","13992","안양애견동물병원","20140102105243","I","2018-08-31 23:59:59.0","","193020.656067027","433167.954717336","동물병원","","000","",
"1286","동물병원","02_03_01_P","3830000","383000001020040001","20040103","","03","폐업","0002","폐업","20040810","","","","031-444-0774","41.01","","경기도 안양시 만안구 안양동 674-19번지 지상1층","경기도 안양시 만안구 만안로223번길 13 (안양동)","13992","안양애견동물병원","20140102105328","I","2018-08-31 23:59:59.0","","193020.656067027","433167.954717336","동물병원","","000","",
"1287","동물병원","02_03_01_P","3830000","383000001020040002","20040108","","03","폐업","0002","폐업","20060630","","","","031-474-9399","37.84","","경기도 안양시 만안구 석수동 325-11번지","경기도 안양시 만안구 안양로 458-1 (석수동)","13967","석수동물병원","20140102105410","I","2018-08-31 23:59:59.0","","192113.652572803","434329.034018414","동물병원","","000","",
"1288","동물병원","02_03_01_P","3830000","383000001020040003","20040112","","03","폐업","0002","폐업","20051219","","","","031-388-7555","56.55","","경기도 안양시 동안구 관양동 1598번지 샤르망 102호, 103호","경기도 안양시 동안구 시민대로 266 (관양동,샤르망 102호, 103호)","","뉴욕동물병원","20051219104339","I","2018-08-31 23:59:59.0","","196414.16043194","432416.101559202","동물병원","","000","",
"1289","동물병원","02_03_01_P","3830000","383000001020090002","20090619","","03","폐업","0002","폐업","20121231","","","","031-385-7676","55.2","","경기도 안양시 동안구 호계동 934-26번지 1층","경기도 안양시 동안구 경수대로 643 (호계동,1층)","","안양펫동물병원","20121231103851","I","2018-08-31 23:59:59.0","","195853.054263835","430832.564326779","동물병원","","000","",
"1290","동물병원","02_03_01_P","3830000","383000001020090003","20091112","","03","폐업","0002","폐업","20220120","","","","031-425-8875","111.27","","경기도 안양시 동안구 평촌동 117-6 2층","경기도 안양시 동안구 흥안대로 418 (평촌동,2층)","","바하동물병원","20220120152243","U","2022-01-22 02:40:00.0","","197674.188600833","432162.027400161","동물병원","","000","0",
"1291","동물병원","02_03_01_P","3830000","383000001020100002","20100728","","03","폐업","0002","폐업","20110317","","","","031-384-3960","67.28","","경기도 안양시 동안구 비산동 363-13번지 1층","경기도 안양시 동안구 관악대로 217 (비산동,1층)","","하은동물병원","20110317090725","I","2018-08-31 23:59:59.0","","195255.832628047","433191.104194857","동물병원","","000","",
"1292","동물병원","02_03_01_P","3830000","383000001020100003","20100927","","03","폐업","0002","폐업","20101203","","","","031-469-0085","52.47","","경기도 안양시 만안구 안양동 689-179 번지","","","일번가동물병원","20101203172340","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1293","동물병원","02_03_01_P","5590000","559000001020030010","20030331","","03","폐업","0002","폐업","20080620","","","","","0","","경기도 양주시 덕계동 462-1번지","","","백동물병원","20101101095304","I","2018-08-31 23:59:59.0","","204089.251035581","479671.133834226","동물병원","","000","",
"1294","동물병원","02_03_01_P","5590000","559000001020030012","20030331","","03","폐업","0002","폐업","20051013","","","","","0","","경기도 양주시 은현면 선암리 481-9번지","","","좋은동물병원","20051014163340","I","2018-08-31 23:59:59.0","","201895.880139502","485678.960661905","동물병원","","000","",
"1295","동물병원","02_03_01_P","5590000","559000001020040001","20040723","","03","폐업","0002","폐업","20090417","","","","864-0075","0","","경기도 양주시 회정동 98-5번지 E-mart내","","","펫프렌즈 동물병원","20090417181535","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1296","동물병원","02_03_01_P","5590000","559000001020120002","20120409","","03","폐업","0002","폐업","20141120","","","","031-864-0075","0","","경기도 양주시 회정동 98-5번지 3층","","","펫프렌즈 동물병원 양주점","20141128142931","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1297","동물병원","02_03_01_P","5590000","559000001020120003","20120423","","03","폐업","0002","폐업","20180911","","","","16889163","0","","경기도 양주시 은현면 용암리 산 49-1번지","","","군견교육대 양주파견진료반","20180911202237","U","2018-09-11 23:59:59.0","","","","동물병원","","000","",
"1298","동물병원","02_03_01_P","3830000","383000001020040005","20040312","","03","폐업","0002","폐업","20141126","","","","031-422-7582","80.44","","경기도 안양시 동안구 관양동 1488-33번지 1층","경기도 안양시 동안구 흥안대로 537, 1층 (관양동)","13951","에이스동물병원","20141127094607","I","2018-08-31 23:59:59.0","","197820.672341102","433306.601324626","동물병원","","000","",
"1299","동물병원","02_03_01_P","4000000","400000001020150002","20151111","","03","폐업","0002","폐업","20160112","","","","031-377-8875","213.96","","경기도 오산시 갈곶동 347번지","경기도 오산시 동부대로 320 (갈곶동, 명품한우)","18151","88동물의료원 오산지점 중성화수술센터","20160112141108","I","2018-08-31 23:59:59.0","","206951.556529215","403210.165364196","동물병원","","000","",
"1300","동물병원","02_03_01_P","4000000","400000001020160001","20160114","","03","폐업","0002","폐업","20171101","","","","031-377-8875","213.96","","경기도 오산시 갈곶동 347번지","경기도 오산시 동부대로 320 (갈곶동)","18151","오산 영원 동물병원","20171130143628","I","2018-08-31 23:59:59.0","","206951.556529215","403210.165364196","동물병원","","000","",
"1301","동물병원","02_03_01_P","5600000","560000001019650001","19650501","","03","폐업","0002","폐업","20070228","","","","","21.6","","경기도 포천시 영북면 운천리 513번지","","","협동동물병원","20071119113644","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1302","동물병원","02_03_01_P","5600000","560000001019780001","19780915","","03","폐업","0002","폐업","19980429","","","","","0","","경기도 포천시 신읍동 72번지","","","포천동물병원","20030411175103","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1303","동물병원","02_03_01_P","5600000","560000001019780002","19780616","","03","폐업","0002","폐업","20080408","","","","","0","","경기도 포천시 관인면 탄동리 664번지","","","관인동물병원","20080408155316","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1304","동물병원","02_03_01_P","5600000","560000001019930001","19930608","","03","폐업","0002","폐업","20131230","","","","","0","","경기도 포천시 일동면 기산리 102-32  번지","","","종합동물병원","20131231091257","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1305","동물병원","02_03_01_P","5600000","560000001019940002","19941013","","03","폐업","0002","폐업","20010622","","","","","0","","경기도 포천시 신읍동 202-38  번지","","","포천종합동물병원","20030412101433","I","2018-08-31 23:59:59.0","","","","동물병원","","000","",
"1306","동물병원","02_03_01_P","5600000","560000001019950001","19950510","","03","폐업","0002","폐업","20191113","","","","","765.42","","경기도 포천시 신북면 기지리 58번지","경기도 포천시 신북면 호국로 2250, 2층","11139","선진동물병원","20191113133232","U","2019-11-15 02:40:00.0","","220780.641680079","493971.264735446","동물병원","","000","",
